kglID,gameID,Title,Year,Publisher,Main_Genre
432,748,Hitman 2: Silent Assassin,2002,Eidos Interactive,Action
433,3629,Wave Race 64,1996,Nintendo,Racing
434,8240,SOCOM II: U.S. Navy SEALs,2003,Sony Computer Entertainment,Shooter
435,NA,WWE SmackDown! vs. RAW 2006,2005,THQ,Fighting
436,523,inFAMOUS,2009,Sony Computer Entertainment,Action
437,80452,Pac-Man Collection,2001,Atari,Puzzle
438,73,Mass Effect,2007,Microsoft Game Studios,Role-Playing
439,1706,WarioWare: Smooth Moves,2006,Nintendo,Puzzle
440,3061,Cooking Mama: Cook Off,2007,505 Games,Simulation
441,1073,Super Mario World 2: Yoshi's Island,2002,Nintendo,Platform
442,2115,Titanfall,2014,Electronic Arts,Shooter
443,22297,Sonic Mega Collection Plus,2004,Sega,Misc
444,47367,Sega Superstars Tennis,2008,Sega,Sports
445,NA,World Soccer Winning Eleven 7 International,2003,Konami Digital Entertainment,Sports
446,210161,Need for Speed: Most Wanted,2012,Electronic Arts,Racing
447,23459,Hot Shots Golf 3,2001,Sony Computer Entertainment,Sports
448,3761,Call of Duty: Finest Hour,2004,Activision,Shooter
449,5306,Zumba Fitness 2,2011,Majesco Entertainment,Sports
450,4115,Syphon Filter,1999,Sony Computer Entertainment,Shooter
451,NA,Imagine: Babyz,2007,Ubisoft,Simulation
452,7967,Colin McRae Rally,1998,Codemasters,Racing
453,4988,Madden NFL 13,2012,Electronic Arts,Sports
454,56,The Elder Scrolls III: Morrowind,2002,Ubisoft,Role-Playing
455,198828,Mortal Kombat,2011,Warner Bros. Interactive Entertainment,Fighting
456,3490,F-Zero,1990,Nintendo,Racing
457,3213,Yoshi's Story,1997,Nintendo,Platform
458,295,Command & Conquer: Red Alert,1996,Virgin Interactive,Strategy
459,1585,Skylanders: Spyro's Adventure,2011,Activision,Action
460,152660,BioShock,2007,Take-Two Interactive,Shooter
461,4985,Madden NFL 10,2009,Electronic Arts,Sports
462,1307,Medal of Honor,2010,Electronic Arts,Shooter
463,NA,WWE SmackDown! vs. Raw,2002,THQ,Fighting
464,1105,Metroid Prime,2002,Nintendo,Shooter
465,NA,Finding Nemo,2003,THQ,Action
466,86227,Myst,1994,Red Orb,Adventure
467,105,Need for Speed: Hot Pursuit,2010,Electronic Arts,Racing
468,7911,Imagine: Fashion Designer,2007,Ubisoft,Simulation
469,NA,WWE SmackDown! Here Comes the Pain,2003,THQ,Fighting
470,199822,Star Wars: The Force Unleashed,2008,LucasArts,Action
471,20601,Yoshi's Island DS,2006,Nintendo,Platform
472,206487,Hot Shots Golf,1997,Sony Computer Entertainment,Sports
473,1867,Killzone 3,2011,Sony Computer Entertainment,Shooter
474,49841,A Bug's Life,1998,Sony Computer Entertainment,Platform
475,6445,WWF SmackDown! Just Bring It,2001,THQ,Fighting
476,144540,Dragon Quest V: Tenkuu no Hanayome,1992,Enix Corporation,Role-Playing
477,199010,Mortal Kombat Trilogy,1996,GT Interactive,Fighting
478,4035,NBA Street,2001,Electronic Arts,Sports
479,1400,Professor Layton and the Last Specter,2009,Nintendo,Puzzle
480,2268,Monster Hunter Tri,2011,Nintendo,Role-Playing
481,1529,Jak II,2003,Sony Computer Entertainment,Platform
482,1941,inFAMOUS: Second Son,2014,Sony Computer Entertainment,Action
483,1770,Ratchet & Clank: Going Commando,2003,Sony Computer Entertainment,Platform
484,195868,Tekken 6,2009,Namco Bandai Games,Fighting
485,224864,The Sims,2003,Electronic Arts,Simulation
486,5167,Sonic and the Secret Rings,2007,Sega,Platform
487,873,Saints Row: The Third,2011,THQ,Action
488,187374,Missile Command,1980,Atari,Shooter
489,8203,Mario Paint,1992,Nintendo,Misc
490,NA,Pokemon Stadium 2,2000,Nintendo,Strategy
491,1101,Metroid,1986,Nintendo,Action
492,949,Call of Duty 3,2006,Activision,Shooter
493,1026,The Legend of Zelda: A Link to the Past,2002,Nintendo,Action
494,5845,Onimusha: Warlords,2001,Virgin Interactive,Action
495,7292,Mortal Kombat X,2015,Warner Bros. Interactive Entertainment,Fighting
496,2327,Mario Party,1998,Nintendo,Misc
497,4987,Madden NFL 12,2011,Electronic Arts,Sports
498,194937,LEGO Star Wars II: The Original Trilogy,2006,LucasArts,Action
499,4986,Madden NFL 11,2010,Electronic Arts,Sports
500,21093,Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Nintendo,Puzzle
501,2587,Skate 3,2010,Electronic Arts,Sports
502,5761,Burnout 3: Takedown,2004,Electronic Arts,Racing
503,NA,Yokai Watch 2 Shinuchi,2014,Level 5,Role-Playing
504,102,Need for Speed: Shift,2009,Electronic Arts,Racing
505,384,Final Fantasy XIII-2,2011,Square Enix,Role-Playing
506,198828,Mortal Kombat,1992,Arena Entertainment,Fighting
507,NA,Call Of Duty 2: Big Red One,2005,Activision,Shooter
508,1307,Medal of Honor,1998,Electronic Arts,Shooter
509,2960,Fable,2004,Microsoft Game Studios,Role-Playing
510,85966,Hannah Montana,2006,Disney Interactive Studios,Action
511,90689,Tom Clancy's Splinter Cell,2003,Ubisoft,Action
512,NA,Skylanders Giants,2012,Activision,Action
513,NA,Medal of Honor Heroes,2006,Electronic Arts,Shooter
514,222097,Super Mario Bros.: The Lost Levels,1986,Nintendo,Platform
515,164,Star Wars: Shadows of the Empire,1996,Nintendo,Action
516,194265,Midnight Club: Street Racing,2000,Take-Two Interactive,Racing
517,78239,Pac-Man: Adventures in Time,2006,Sony Computer Entertainment,Fighting
518,988,Halo Wars,2009,Microsoft Game Studios,Strategy
519,20068,God of War Collection,2009,Sony Computer Entertainment,Action
520,7881,ESPN NFL 2K5,2004,Sega,Sports
521,2255,Mario Strikers Charged,2007,Nintendo,Sports
522,5057,NBA 2K12,2011,Take-Two Interactive,Sports
523,85398,Style Savvy,2008,Nintendo,Simulation
524,117322,Harry Potter and the Chamber of Secrets,2002,Electronic Arts,Action
525,84920,Super Mario All-Stars: Limited Edition,2010,Nintendo,Platform
526,1652,Streets of Rage,1990,Sega,Action
527,3134,FIFA Soccer 09,2008,Electronic Arts,Sports
528,1792,Ratchet & Clank Future: Tools of Destruction,2007,Sony Computer Entertainment,Platform
529,4033,NBA Live 2005,2004,Electronic Arts,Sports
530,21911,LittleBigPlanet,2009,Sony Computer Entertainment,Platform
531,1937,Killzone: Shadow Fall,2013,Sony Computer Entertainment,Shooter
532,77275,Ghostbusters: The Video Game,2009,Take-Two Interactive,Action
533,23066,Monster Hunter Freedom 2,2007,Capcom,Role-Playing
534,NA,WWE SmackDown vs. RAW 2007,2006,THQ,Fighting
535,1773,Ratchet & Clank: Up Your Arsenal,2004,Sony Computer Entertainment,Platform
536,22959,Art Academy,2010,Nintendo,Misc
537,76,Dragon Age: Origins,2009,Electronic Arts,Role-Playing
538,2746,Madden NFL 08,2007,Electronic Arts,Sports
539,NA,Sonic Adventure 2 Battle,2001,Sega,Platform
540,205592,Dragon Warrior II,1987,Enix Corporation,Role-Playing
541,NA,Pokemon Colosseum,2003,Nintendo,Role-Playing
542,4802,Deca Sports,2008,Konami Digital Entertainment,Sports
543,4984,Madden NFL 09,2008,Electronic Arts,Sports
544,218361,Space Invaders,1978,Atari,Shooter
545,1805,Crazy Taxi,2001,Acclaim Entertainment,Racing
546,1463,Perfect Dark,2000,Nintendo,Action
547,4880,Game Party,2007,Midway Games,Misc
548,205229,Dragon Warrior,1986,Capcom,Role-Playing
549,165181,Tomb Raider,2013,Square Enix,Action
550,197883,Marvel: Ultimate Alliance,2006,Activision,Role-Playing
551,NA,PES 2009: Pro Evolution Soccer,2008,Konami Digital Entertainment,Sports
552,2328,Mario Party 2,1999,Nintendo,Misc
553,NA,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,Take-Two Interactive,Action
554,3149,LEGO Harry Potter: Years 1-4,2010,Warner Bros. Interactive Entertainment,Action
555,1612,Mortal Kombat: Deadly Alliance,2002,Midway Games,Fighting
556,3205,Resistance 2,2008,Sony Computer Entertainment,Shooter
557,7137,Pure,2008,Disney Interactive Studios,Racing
558,1158,Tomb Raider: The Last Revelation,1998,Eidos Interactive,Action
559,78100,Rock Band,2007,Electronic Arts,Misc
560,5329,NBA 2K14,2013,Take-Two Interactive,Sports
561,2330,Mario Party 4,2002,Nintendo,Misc
562,5185,uDraw Studio,2010,THQ,Misc
563,7071,Midnight Club: Los Angeles,2008,Take-Two Interactive,Racing
564,146069,Final Fantasy V,1992,SquareSoft,Role-Playing
565,428,Final Fantasy Tactics,1997,SquareSoft,Role-Playing
566,4696,Twisted Metal 2,1996,Sony Computer Entertainment,Racing
567,2640,Halo: Combat Evolved Anniversary,2011,Microsoft Game Studios,Shooter
568,NA,Need for Speed Carbon: Own the City,2006,Electronic Arts,Racing
569,NA,The Sims: Bustin' Out,2003,Electronic Arts,Simulation
570,238,Riven: The Sequel to Myst,1997,Red Orb,Adventure
571,1853,Tom Clancy's Rainbow Six: Vegas 2,2008,Ubisoft,Shooter
572,192113,Sonic Adventure,1998,Sega,Platform
573,57656,Ice Hockey,1988,Nintendo,Sports
574,NA,pro evolution soccer 2011,2010,Konami Digital Entertainment,Sports
575,2564,Dragon Ball Z: Budokai 2,2003,Atari,Fighting
576,8269,ATV Offroad Fury,2001,Sony Computer Entertainment,Racing
577,3027,Dino Crisis,1998,Capcom,Action
578,121,Minecraft,2014,Microsoft Game Studios,Misc
579,210432,Need for Speed: ProStreet,2007,Electronic Arts,Racing
580,20712,Tetris Plus,1996,JVC,Puzzle
581,18143,Pro Wrestling,1987,Nintendo,Fighting
582,216009,Theme Hospital,1997,Electronic Arts,Strategy
583,6411,Frogger's Adventures: Temple of the Frog,2001,Konami Digital Entertainment,Adventure
584,10965,Need for Speed,2015,Electronic Arts,Racing
585,194936,LEGO Indiana Jones: The Original Adventures,2008,LucasArts,Action
586,186723,Monopoly,1994,Hasbro Interactive,Misc
587,2003,Batman: Arkham Origins,2013,Warner Bros. Interactive Entertainment,Action
588,536,Dead Island,2011,Deep Silver,Action
589,210101,Guitar Hero,2005,RedOctane,Misc
590,NA,Kinect: Disneyland Adventures,2011,Microsoft Game Studios,Misc
591,3636,WCW/nWo Revenge,1998,THQ,Fighting
592,7334,Bloodborne,2015,Sony Computer Entertainment,Action
593,7614,NBA 2K15,2014,Take-Two Interactive,Sports
594,4630,Yu-Gi-Oh! The Duelists of the Roses,2001,Konami Digital Entertainment,Misc
595,233,Half-Life 2,2004,Vivendi Games,Shooter
596,210442,The Incredibles,2004,THQ,Action
597,2699,Tony Hawk's Underground 2,2004,Activision,Sports
598,18026,Kinect Sports: Season Two,2011,Microsoft Game Studios,Sports
599,3718,Kirby's Dream Land 2,1995,Nintendo,Platform
600,NA,Donkey Kong Land II,1996,Nintendo,Platform
601,24818,Dragon Warrior Monsters,1998,Eidos Interactive,Role-Playing
602,NA,Skylanders SWAP Force,2013,Activision,Platform
603,NA,WWE SmackDown vs Raw 2008,2007,THQ,Fighting
604,78661,My Fitness Coach,2008,Ubisoft,Sports
605,NA,Resident Evil - Code: Veronica X,2001,Capcom,Action
606,141634,The Sims 3,2010,Electronic Arts,Simulation
607,8593,The Legend of Zelda: Majora's Mask 3D,2015,Nintendo,Action
608,3299,Just Dance Kids,2010,Ubisoft,Misc
609,128874,Mario Tennis,2000,Nintendo,Sports
610,980,Grand Theft Auto,1997,Take-Two Interactive,Action
611,1644,James Bond 007: Everything or Nothing,2004,Electronic Arts,Shooter
612,NA,WarioWare Touched!,2004,Nintendo,Puzzle
613,NA,Need For Speed: High Stakes,1999,Electronic Arts,Racing
614,89828,Chrono Trigger,1995,SquareSoft,Role-Playing
615,26130,Cool Boarders 3,1998,989 Studios,Sports
616,2050,LEGO Marvel Super Heroes,2013,Warner Bros. Interactive Entertainment,Action
617,1183,Guild Wars 2,2012,NCSoft,Action
618,NA,Pokemon Ranger: Shadows of Almia,2008,Nintendo,Role-Playing
619,1291,God of War: Ascension,2013,Sony Computer Entertainment,Action
620,220977,Pro Evolution Soccer 2010,2009,Konami Digital Entertainment,Sports
621,15559,Just Dance 2015,2014,Ubisoft,Misc
622,NA,Yokai Watch Busters,2015,Level 5,Action
623,192921,Mario Bros.,1983,Nintendo,Platform
624,8000,TOCA Touring Car Championship,1997,Codemasters,Racing
625,3350,Paper Mario: Sticker Star,2012,Nintendo,Role-Playing
626,7189,Sonic's Ultimate Genesis Collection,2009,Sega,Misc
627,5200,Super Monkey Ball: Banana Blitz,2006,Sega,Misc
628,3726,Kirby: Nightmare in Dream Land,2002,Nintendo,Platform
629,1699,Wario Land 4,2001,Nintendo,Platform
630,974,Resident Evil 4,2007,Capcom,Action
631,11757,Onimusha 2: Samurai's Destiny,2002,Capcom,Adventure
632,26115,Cool Boarders 2,1997,UEP Systems,Sports
633,3349,Paper Mario: The Thousand-Year Door,2004,Nintendo,Role-Playing
634,2268,Monster Hunter Tri,2009,Nintendo,Role-Playing
635,NA,Dissidia: Final Fantasy,2008,Square Enix,Fighting
636,197616,Sonic Advance,2001,Sega,Platform
637,1587,Spyro: Season of Ice,2001,Vivendi Games,Platform
638,3816,Teenage Mutant Ninja Turtles II: The Arcade Game,1990,Konami Digital Entertainment,Action
639,43218,Dance Dance Revolution X2,2009,Konami Digital Entertainment,Simulation
640,2173,New Super Luigi U,2013,Nintendo,Platform
641,213051,Prince of Persia: The Sands of Time,2003,Ubisoft,Action
642,8807,Scribblenauts,2009,Warner Bros. Interactive Entertainment,Puzzle
643,1027,The Legend of Zelda: Link's Awakening DX,1998,Nintendo,Adventure
644,21,BioShock 2,2010,Take-Two Interactive,Shooter
645,NA,Devil May Cry 3: Dante's Awakening Special Edition,2006,Capcom,Action
646,2692,Rock Band 2,2008,Electronic Arts,Misc
647,218320,Frogger,1981,Parker Bros.,Action
648,2670,Guitar Hero II,2007,Activision,Misc
649,1698,Wario Land 3,2000,Nintendo,Platform
650,94844,Pro Yakyuu Family Stadium,1986,Namco Bandai Games,Sports
651,133942,Sonic Unleashed,2008,Sega,Platform
652,NA,High School Musical: Makin' the Cut!,2007,Disney Interactive Studios,Puzzle
653,220960,Pro Evolution Soccer 2012,2011,Konami Digital Entertainment,Sports
654,198113,Saints Row,2006,THQ,Action
655,116,Star Wars: Knights of the Old Republic,2003,Activision,Role-Playing
656,3715,Kirby's Pinball Land,1992,Nintendo,Misc
657,152752,Donkey Kong Country,2000,Nintendo,Platform
658,530,Hitman: Absolution,2012,Square Enix,Action
659,NA,Yu-Gi-Oh: Duel Monsters 4,2000,Konami Digital Entertainment,Role-Playing
660,8270,ATV Offroad Fury 2,2002,THQ,Racing
661,2131,Forza Motorsport 5,2013,Microsoft Game Studios,Racing
662,3185,Madden NFL 25,2013,Electronic Arts,Sports
663,NA,Pokemon Ranger,2006,Nintendo,Role-Playing
664,3351,Mario & Luigi: Superstar Saga,2003,Nintendo,Role-Playing
665,389,Final Fantasy XIII,2010,Square Enix,Role-Playing
666,163,Star Wars: Rogue Squadron,1998,Nintendo,Simulation
667,95499,Tennis,1984,Nintendo,Sports
668,5529,The Sims: House Party,2001,Electronic Arts,Simulation
669,NA,Your Shape featuring Jenny McCarthy,2009,Ubisoft,Sports
670,218372,Syphon Filter 2,2000,Sony Computer Entertainment,Shooter
671,NA,Tom Clancy's Rainbow Six: Siege,2015,Ubisoft,Shooter
672,109446,Volleyball,1987,Nintendo,Sports
673,3120,Call of Duty: Roads to Victory,2007,Activision,Shooter
674,5418,Super Mario RPG: Legend of the Seven Stars,1996,Nintendo,Role-Playing
675,86409,Mahjong,1983,Nintendo,Misc
676,9155,R.C. Pro-Am,1988,Nintendo,Racing
677,330,SimCity 2000,1992,Maxis,Simulation
678,5670,Demon Attack,1981,Imagic,Shooter
679,NA,Dance Dance Revolution Extreme,2004,Konami Digital Entertainment,Simulation
680,18599,Tetris DS,2006,Nintendo,Puzzle
681,414,Final Fantasy Tactics Advance,2003,SquareSoft,Role-Playing
682,13182,Far Cry: Primal,2016,Ubisoft,Action
683,202118,Toy Story 3: The Video Game,2010,Disney Interactive Studios,Action
684,400,Final Fantasy III,2006,Square Enix,Role-Playing
685,2184,Kirby's Epic Yarn,2010,Nintendo,Platform
686,3320,Project Gotham Racing,2001,Microsoft Game Studios,Racing
687,131528,Golf,1989,Nintendo,Sports
688,210452,Tony Hawk's Pro Skater,2000,Activision,Sports
689,95,Need for Speed: Hot Pursuit 2,2002,Electronic Arts,Racing
690,3989,Mario Sports Mix,2010,Nintendo,Sports
691,78100,Rock Band,2007,MTV Games,Misc
692,3007,Dynasty Warriors 4,2003,Tecmo Koei,Action
693,7357,Parasite Eve,1998,SquareSoft,Role-Playing
694,2860,Scooby-Doo! Night of 100 Frights,2002,THQ,Platform
695,3320,Project Gotham Racing,2002,Microsoft Game Studios,Action
696,121504,Need for Speed: Most Wanted 5-1-0,2005,Electronic Arts,Racing
697,72,Portal 2,2011,Valve Software,Shooter
698,136,Devil May Cry 3: Dante's Awakening,2005,Capcom,Action
699,222487,Derby Stallion,1997,ASCII Entertainment,Sports
700,4797,Dead Rising,2006,Capcom,Action
701,5056,NBA 2K11,2010,Take-Two Interactive,Sports
702,47821,Wipeout: The Game,2009,Mindscape,Misc
703,225,The Sims 2: Pets,2006,Electronic Arts,Simulation
704,NA,Battlefield: Hardline,2015,Electronic Arts,Shooter
705,382,Metal Gear Solid: Peace Walker,2010,Konami Digital Entertainment,Action
706,229,World of Warcraft: Cataclysm,2010,Activision,Role-Playing
707,4200,Tetris Worlds,2002,THQ,Puzzle
708,NA,Need For Speed: Undercover,2008,Electronic Arts,Racing
709,NA,Dance Dance Revolution: Hottest Party,2007,Konami Digital Entertainment,Simulation
710,2331,Mario Party 5,2003,Nintendo,Misc
711,77275,Ghostbusters: The Video Game,2010,Take-Two Interactive,Action
712,NA,Sim Theme Park,1998,Electronic Arts,Strategy
713,129,Warcraft: Orcs & Humans,1994,Activision,Strategy
714,9347,Spec Ops: Airborne Commando,2002,Take-Two Interactive,Shooter
715,NA,Kingdom Hearts: Birth by Sleep,2010,Square Enix,Role-Playing
716,7227,UFC 2009 Undisputed,2009,THQ,Fighting
717,2155,Dark Souls,2011,Namco Bandai Games,Role-Playing
718,11672,Yu-Gi-Oh! The Eternal Duelist Soul,2001,Konami Digital Entertainment,Strategy
719,562,Tom Clancy's Splinter Cell: Conviction,2010,Ubisoft,Action
720,NA,Pokemon Mystery Dungeon: Red/Blue Rescue Team,2005,Nintendo,Role-Playing
721,NA,R4: Ridge Racer Type 4,1998,Namco Bandai Games,Racing
722,227989,SoulCalibur II,2003,Namco Bandai Games,Fighting
723,3365,Mario & Luigi: Dream Team,2013,Nintendo,Role-Playing
724,108759,Carnival Games,2008,Take-Two Interactive,Misc
725,NA,Pokemon Mystery Dungeon: Blue Rescue Team,2005,Nintendo,Role-Playing
726,4157,Sonic Mega Collection,2002,Infogrames,Misc
727,120,Diablo III,2013,Activision,Role-Playing
728,5059,NBA Jam,1992,Arena Entertainment,Sports
729,NA,PGR4 - Project Gotham Racing 4,2007,Microsoft Game Studios,Racing
730,1223,Kingdom Hearts 358/2 Days,2009,Square Enix,Role-Playing
731,20091,Dance Central 2,2011,Microsoft Game Studios,Misc
732,5117,Rayman Raving Rabbids: TV Party,2008,Ubisoft,Misc
733,8242,SOCOM: U.S. Navy SEALs: Combined Assault,2006,Sony Computer Entertainment,Shooter
734,4065,Peter Jackson's King Kong: The Official Game of the Movie,2005,Ubisoft,Action
735,152752,Donkey Kong Country,2003,Nintendo,Platform
736,193780,Need for Speed: The Run,2011,Electronic Arts,Action
737,7882,Madden NFL 15,2014,Electronic Arts,Sports
738,NA,1080Â°: TenEighty Snowboarding,1998,Nintendo,Sports
739,4032,NBA Live 2004,2003,Electronic Arts,Sports
740,159119,Dead Space,2008,Electronic Arts,Action
741,622,Call of Duty 2,2005,Activision,Shooter
742,3047,Forza Horizon,2012,Microsoft Game Studios,Racing
743,92770,TouchMaster,2007,Midway Games,Puzzle
744,1443,Fire Emblem: Awakening,2012,Nintendo,Role-Playing
745,NA,DriveClub,2014,Sony Computer Entertainment,Racing
746,NA,Super Street Fighter II,1993,Nintendo,Fighting
747,1617,Mortal Kombat vs. DC Universe,2008,Midway Games,Fighting
748,4113,Tenchu: Stealth Assassins,1997,Activision,Action
749,95499,Tennis,1989,Nintendo,Sports
750,180002,SimCity,1991,Nintendo,Simulation
751,1887,Dragon Age: Inquisition,2014,Electronic Arts,Role-Playing
752,20502,Sonic Classic Collection,2010,Sega,Platform
753,1579,Spyro: Enter the Dragonfly,2002,Universal Interactive,Platform
754,222655,Devil May Cry 2,2003,Capcom,Action
755,620,Burnout Paradise,2008,Electronic Arts,Racing
756,NA,E.T.: The Extra Terrestrial,1981,Atari,Action
757,538,BioShock Infinite,2013,Take-Two Interactive,Shooter
758,22453,Hot Shots Golf: Open Tee,2004,Sony Computer Entertainment,Sports
759,8359,Rad Racer,1986,Nintendo,Racing
760,18441,Soccer,1985,Nintendo,Sports
761,NA,Kirby Squeak Squad,2006,Nintendo,Platform
762,196507,Tom Clancy's Rainbow Six: Vegas,2006,Ubisoft,Shooter
763,222884,Crash Nitro Kart,2003,Vivendi Games,Racing
764,732,Grand Theft Auto: San Andreas,2005,Take-Two Interactive,Action
765,157,Star Wars: Dark Forces,1994,LucasArts,Shooter
766,4036,NBA Street Vol. 2,2003,Electronic Arts,Sports
767,3874,Def Jam Vendetta,2003,Electronic Arts,Fighting
768,NA,Who wants to be a millionaire,1999,Disney Interactive Studios,Misc
769,NA,Scooby Doo and the Cyber Chase,2001,THQ,Adventure
